	gene_symbol
ADAMDEC1	ADAMDEC1
ADAMTS1	ADAMTS1
ADAMTS10	ADAMTS10
ADAMTS17	ADAMTS17
ADAMTS4	ADAMTS4
ADAMTS5	ADAMTS5
ADAMTS6	ADAMTS6
ADAMTS7P4	ADAMTS7P4
ADAMTS9-AS2	ADAMTS9-AS2
ADAMTSL4	ADAMTSL4
ADAMTSL4-AS1	ADAMTSL4-AS1
ADAMTSL5	ADAMTSL5
ADAP1	ADAP1
ADAP2	ADAP2
ADAR	ADAR
ADARB1	ADARB1
ADARB2	ADARB2
ADAT1	ADAT1
ADAT2	ADAT2
ADAT3	ADAT3
ADC	ADC
ADCK1	ADCK1
ADCK2	ADCK2
ADCK3	ADCK3
ADCK4	ADCK4
ADCK5	ADCK5
ADCY1	ADCY1
ADCY10P1	ADCY10P1
ADCY3	ADCY3
ADCY4	ADCY4
ADCY5	ADCY5
ADCY7	ADCY7
ADCY9	ADCY9
ADCYAP1R1	ADCYAP1R1
ADD1	ADD1
ADD2	ADD2
ADD3	ADD3
ADGB	ADGB
ADH5	ADH5
ADH5P2	ADH5P2
ADH5P3	ADH5P3
ADH5P4	ADH5P4
ADH6	ADH6
ADHFE1	ADHFE1
ADI1	ADI1
ADIPOR1	ADIPOR1
ADIPOR1P2	ADIPOR1P2
ADIPOR2	ADIPOR2
ADIRF-AS1	ADIRF-AS1
ADK	ADK
ADM	ADM
ADM2	ADM2
ADM5	ADM5
ADNP	ADNP
ADNP2	ADNP2
ADO	ADO
ADORA2A	ADORA2A
ADORA2A-AS1	ADORA2A-AS1
ADORA3	ADORA3
ADPGK	ADPGK
ADPGK-AS1	ADPGK-AS1
ADPRH	ADPRH
ADPRHL2	ADPRHL2
ADPRM	ADPRM
ADRB1	ADRB1
ADRB2	ADRB2
ADRBK1	ADRBK1
ADRBK2	ADRBK2
ADRM1	ADRM1
ADSL	ADSL
ADSS	ADSS
ADSSL1	ADSSL1
ADTRP	ADTRP
AE000658.25	AE000658.25
AE000658.27	AE000658.27
AE000661.37	AE000661.37
AE000662.92	AE000662.92
AEBP1	AEBP1
AEBP2	AEBP2
AEN	AEN
AES	AES
AF001548.5	AF001548.5
AF013593.1	AF013593.1
AF038458.4	AF038458.4
AF121898.1	AF121898.1
AF127577.10	AF127577.10
AF127577.11	AF127577.11
AF127936.5	AF127936.5
AF127936.7	AF127936.7
AF129408.17	AF129408.17
AF131215.1	AF131215.1
AF131215.2	AF131215.2
AF131215.3	AF131215.3
AF131215.5	AF131215.5
AF131215.9	AF131215.9
AF131217.1	AF131217.1
AF196972.4	AF196972.4
AF196972.9	AF196972.9
AF213884.2	AF213884.2
AF224669.3	AF224669.3
AF230666.2	AF230666.2
AF241726.2	AF241726.2
AF241726.4	AF241726.4
AF277315.19	AF277315.19
AFAP1	AFAP1
AFAP1-AS1	AFAP1-AS1
AFAP1L2	AFAP1L2
AFF1	AFF1
AFF2	AFF2
AFF3	AFF3
AFF4	AFF4
AFG3L1P	AFG3L1P
AFG3L2	AFG3L2
AFG3L2P1	AFG3L2P1
AFMID	AFMID
AFTPH	AFTPH
AGA	AGA
AGAP1	AGAP1
AGAP2	AGAP2
AGAP2-AS1	AGAP2-AS1
AGAP3	AGAP3
AGAP4	AGAP4
AGAP6	AGAP6
AGAP7	AGAP7
AGAP8	AGAP8
AGBL1	AGBL1
AGBL2	AGBL2
AGBL3	AGBL3
AGBL5	AGBL5
AGER	AGER
AGFG1	AGFG1
AGFG2	AGFG2
AGGF1	AGGF1
AGGF1P1	AGGF1P1
AGK	AGK
AGKP1	AGKP1
AGL	AGL
AGMAT	AGMAT
AGO1	AGO1
AGO2	AGO2
AGO3	AGO3
AGO4	AGO4
AGPAT1	AGPAT1
AGPAT2	AGPAT2
AGPAT3	AGPAT3
AGPAT4	AGPAT4
AGPAT5	AGPAT5
AGPAT5P1	AGPAT5P1
AGPAT6	AGPAT6
AGPAT9	AGPAT9
AGPS	AGPS
AGRN	AGRN
AGTPBP1	AGTPBP1
AGTRAP	AGTRAP
AHCTF1	AHCTF1
AHCTF1P1	AHCTF1P1
AHCY	AHCY
AHCYL1	AHCYL1
AHCYL2	AHCYL2
AHDC1	AHDC1
AHI1	AHI1
AHNAK	AHNAK
AHNAK2	AHNAK2
AHR	AHR
AHSA1	AHSA1
AHSA2	AHSA2
AHSP	AHSP
AICDA	AICDA
AIDA	AIDA
AIF1	AIF1
AIFM1	AIFM1
AIFM1P1	AIFM1P1
AIFM2	AIFM2
AIG1	AIG1
AIM1	AIM1
AIM1L	AIM1L
AIM2	AIM2
AIMP1	AIMP1
AIMP1P1	AIMP1P1
AIMP2	AIMP2
AIP	AIP
AIPL1	AIPL1
AIRE	AIRE
AIRN	AIRN
AJAP1	AJAP1
AJUBA	AJUBA
AK1	AK1
AK2	AK2
AK2P2	AK2P2
AK3	AK3
AK3P2	AK3P2
AK5	AK5
AK9	AK9
AKAP1	AKAP1
AKAP10	AKAP10
AKAP11	AKAP11
AKAP12	AKAP12
AKAP13	AKAP13
AKAP17A	AKAP17A
AKAP17BP	AKAP17BP
AKAP2	AKAP2
AKAP3	AKAP3
AKAP5	AKAP5
AKAP6	AKAP6
AKAP7	AKAP7
AKAP8	AKAP8
AKAP8L	AKAP8L
AKAP9	AKAP9
AKIP1	AKIP1
AKIRIN1	AKIRIN1
AKIRIN2	AKIRIN2
AKNA	AKNA
AKNAD1	AKNAD1
AKR1A1	AKR1A1
AKR1B1	AKR1B1
AKR1B1P1	AKR1B1P1
AKR1B1P2	AKR1B1P2
AKR1B1P7	AKR1B1P7
AKR1C1	AKR1C1
AKR1C3	AKR1C3
AKR1C7P	AKR1C7P
AKR1E2	AKR1E2
AKR7A2	AKR7A2
AKR7A2P1	AKR7A2P1
AKT1	AKT1
AKT1S1	AKT1S1
AKT2	AKT2
AKT3	AKT3
AKTIP	AKTIP
AL020996.1	AL020996.1
AL022237.3	AL022237.3
AL022328.1	AL022328.1
AL022341.3	AL022341.3
AL031663.2	AL031663.2
AL035406.1	AL035406.1
AL049829.1	AL049829.1
AL049840.1	AL049840.1
AL109767.1	AL109767.1
AL121657.4	AL121657.4
AL132709.5	AL132709.5
AL132989.1	AL132989.1
AL133458.1	AL133458.1
AL136376.1	AL136376.1
AL136419.6	AL136419.6
AL136531.1	AL136531.1
AL137059.1	AL137059.1
AL138764.1	AL138764.1
AL138963.1	AL138963.1
AL139099.1	AL139099.1
AL157871.2	AL157871.2
AL160471.6	AL160471.6
AL161626.1	AL161626.1
AL161784.1	AL161784.1
AL162151.3	AL162151.3
AL162151.4	AL162151.4
AL353354.2	AL353354.2
AL353629.1	AL353629.1
AL355490.1	AL355490.1
AL356776.1	AL356776.1
AL357673.1	AL357673.1
AL358333.1	AL358333.1
AL358781.1	AL358781.1
AL359091.2	AL359091.2
AL359973.1	AL359973.1
AL390877.1	AL390877.1
AL441883.1	AL441883.1
AL441988.1	AL441988.1
AL512428.1	AL512428.1
AL590483.1	AL590483.1
AL590684.1	AL590684.1
AL590762.11	AL590762.11
AL590762.6	AL590762.6
AL591479.1	AL591479.1
AL592284.1	AL592284.1
AL627171.2	AL627171.2
AL627309.1	AL627309.1
AL645728.1	AL645728.1
AL662800.1	AL662800.1
AL672296.1	AL672296.1
AL807752.1	AL807752.1
AL928768.3	AL928768.3
ALAD	ALAD
ALAS1	ALAS1
ALAS2	ALAS2
ALCAM	ALCAM
ALDH16A1	ALDH16A1
ALDH18A1	ALDH18A1
ALDH1A1	ALDH1A1
ALDH1A2	ALDH1A2
ALDH1B1	ALDH1B1
ALDH1L1	ALDH1L1
ALDH1L2	ALDH1L2
ALDH2	ALDH2
ALDH3A2	ALDH3A2
ALDH3B1	ALDH3B1
ALDH5A1	ALDH5A1
ALDH6A1	ALDH6A1
ALDH7A1	ALDH7A1
ALDH8A1	ALDH8A1
ALDH9A1	ALDH9A1
ALDOA	ALDOA
ALDOAP1	ALDOAP1
ALDOAP2	ALDOAP2
ALDOB	ALDOB
ALDOC	ALDOC
ALG1	ALG1
ALG10	ALG10
ALG10B	ALG10B
ALG11	ALG11
ALG12	ALG12
ALG13	ALG13
ALG14	ALG14
ALG1L15P	ALG1L15P
ALG2	ALG2
ALG3	ALG3
ALG5	ALG5
ALG6	ALG6
ALG8	ALG8
ALKBH1	ALKBH1
ALKBH2	ALKBH2
ALKBH3	ALKBH3
ALKBH4	ALKBH4
ALKBH5	ALKBH5
ALKBH6	ALKBH6
ALKBH7	ALKBH7
ALKBH8	ALKBH8
ALMS1	ALMS1
ALMS1-IT1	ALMS1-IT1
ALOX12B	ALOX12B
ALOX12P2	ALOX12P2
ALOX15	ALOX15
ALOX5	ALOX5
ALOX5AP	ALOX5AP
ALPK1	ALPK1
ALPK2	ALPK2
ALPL	ALPL
ALS2	ALS2
ALS2CL	ALS2CL
ALS2CR12	ALS2CR12
ALX3	ALX3
ALX4	ALX4
ALYREF	ALYREF
AMACR	AMACR
AMBRA1	AMBRA1
AMD1	AMD1
AMD1P1	AMD1P1
AMDHD1	AMDHD1
AMDHD2	AMDHD2
AMDP1	AMDP1
AMER1	AMER1
AMFR	AMFR
AMICA1	AMICA1
AMIGO1	AMIGO1
AMIGO2	AMIGO2
AMMECR1	AMMECR1
AMMECR1L	AMMECR1L
AMN	AMN
AMN1	AMN1
AMOT	AMOT
AMOTL1	AMOTL1
AMPD2	AMPD2
AMPD3	AMPD3
AMT	AMT
AMY2B	AMY2B
AMZ2	AMZ2
AMZ2P1	AMZ2P1
AMZ2P2	AMZ2P2
ANAPC1	ANAPC1
ANAPC10	ANAPC10
ANAPC10P1	ANAPC10P1
ANAPC11	ANAPC11
ANAPC13	ANAPC13
ANAPC15	ANAPC15
ANAPC16	ANAPC16
ANAPC1P1	ANAPC1P1
ANAPC2	ANAPC2
ANAPC4	ANAPC4
ANAPC5	ANAPC5
ANAPC7	ANAPC7
ANG	ANG
ANGEL1	ANGEL1
ANGEL2	ANGEL2
ANGPT1	ANGPT1
ANGPT2	ANGPT2
ANGPTL6	ANGPTL6
ANK1	ANK1
ANK2	ANK2
ANK3	ANK3
ANKAR	ANKAR
ANKDD1A	ANKDD1A
ANKEF1	ANKEF1
ANKFY1	ANKFY1
ANKH	ANKH
ANKHD1	ANKHD1
ANKHD1-EIF4EBP3	ANKHD1-EIF4EBP3
ANKIB1	ANKIB1
ANKLE1	ANKLE1
ANKLE2	ANKLE2
ANKMY1	ANKMY1
ANKMY2	ANKMY2
ANKRA2	ANKRA2
ANKRD10	ANKRD10
ANKRD10-IT1	ANKRD10-IT1
ANKRD11	ANKRD11
ANKRD12	ANKRD12
ANKRD13A	ANKRD13A
ANKRD13B	ANKRD13B
ANKRD13C	ANKRD13C
ANKRD13D	ANKRD13D
ANKRD16	ANKRD16
ANKRD17	ANKRD17
ANKRD18CP	ANKRD18CP
ANKRD18DP	ANKRD18DP
ANKRD18EP	ANKRD18EP
ANKRD19P	ANKRD19P
ANKRD20A11P	ANKRD20A11P
ANKRD20A5P	ANKRD20A5P
ANKRD20A9P	ANKRD20A9P
ANKRD22	ANKRD22
ANKRD23	ANKRD23
ANKRD24	ANKRD24
ANKRD26	ANKRD26
ANKRD26P2	ANKRD26P2
ANKRD26P3	ANKRD26P3
ANKRD27	ANKRD27
ANKRD28	ANKRD28
ANKRD29	ANKRD29
ANKRD30B	ANKRD30B
ANKRD30BL	ANKRD30BL
ANKRD31	ANKRD31
ANKRD32	ANKRD32
ANKRD34A	ANKRD34A
ANKRD34B	ANKRD34B
ANKRD35	ANKRD35
ANKRD36	ANKRD36
ANKRD36B	ANKRD36B
ANKRD36BP1	ANKRD36BP1
ANKRD36BP2	ANKRD36BP2
ANKRD36C	ANKRD36C
ANKRD37	ANKRD37
ANKRD39	ANKRD39
ANKRD40	ANKRD40
ANKRD42	ANKRD42
ANKRD44	ANKRD44
ANKRD44-IT1	ANKRD44-IT1
ANKRD46	ANKRD46
ANKRD49	ANKRD49
ANKRD50	ANKRD50
ANKRD52	ANKRD52
ANKRD54	ANKRD54
ANKRD55	ANKRD55
ANKRD6	ANKRD6
ANKRD61	ANKRD61
ANKS1A	ANKS1A
ANKS1B	ANKS1B
ANKS3	ANKS3
ANKS6	ANKS6
ANKUB1	ANKUB1
ANKZF1	ANKZF1
ANLN	ANLN
ANO10	ANO10
ANO6	ANO6
ANO7	ANO7
ANO7P1	ANO7P1
ANO8	ANO8
ANO9	ANO9
ANP32A	ANP32A
ANP32AP1	ANP32AP1
ANP32B	ANP32B
ANP32BP1	ANP32BP1
ANP32BP3	ANP32BP3
ANP32C	ANP32C
ANP32D	ANP32D
ANP32E	ANP32E
ANPEP	ANPEP
ANTXR2	ANTXR2
ANTXRLP1	ANTXRLP1
ANXA1	ANXA1
ANXA11	ANXA11
ANXA2	ANXA2
ANXA2P1	ANXA2P1
ANXA2P2	ANXA2P2
ANXA2P3	ANXA2P3
ANXA2R	ANXA2R
ANXA3	ANXA3
ANXA4	ANXA4
ANXA5	ANXA5
ANXA6	ANXA6
ANXA7	ANXA7
AOAH	AOAH
AOAH-IT1	AOAH-IT1
AOC2	AOC2
AP000251.3	AP000251.3
AP000254.8	AP000254.8
AP000275.64	AP000275.64
AP000281.1	AP000281.1
AP000318.1	AP000318.1
AP000343.1	AP000343.1
AP000347.2	AP000347.2
AP000350.4	AP000350.4
AP000350.5	AP000350.5
AP000350.6	AP000350.6
AP000351.10	AP000351.10
AP000354.2	AP000354.2
AP000357.4	AP000357.4
AP000361.2	AP000361.2
AP000436.4	AP000436.4
AP000469.2	AP000469.2
AP000476.1	AP000476.1
AP000487.5	AP000487.5
AP000525.9	AP000525.9
AP000563.2	AP000563.2
AP000568.2	AP000568.2
AP000580.1	AP000580.1
AP000593.6	AP000593.6
AP000619.6	AP000619.6
AP000620.1	AP000620.1
AP000654.5	AP000654.5
AP000662.9	AP000662.9
AP000688.14	AP000688.14
AP000692.10	AP000692.10
AP000758.1	AP000758.1
AP000769.1	AP000769.1
AP000783.1	AP000783.1
AP000797.1	AP000797.1
AP000797.2	AP000797.2
AP000889.1	AP000889.1
AP000892.8	AP000892.8
AP000936.1	AP000936.1
AP000936.5	AP000936.5
AP001007.1	AP001007.1
AP001046.5	AP001046.5
AP001053.11	AP001053.11
AP001055.6	AP001055.6
AP001056.1	AP001056.1
AP001058.3	AP001058.3
AP001062.7	AP001062.7
AP001189.4	AP001189.4
AP001257.1	AP001257.1
AP001258.4	AP001258.4
AP001347.6	AP001347.6
AP001362.1	AP001362.1
AP001372.2	AP001372.2
AP001442.2	AP001442.2
AP001462.6	AP001462.6
AP001597.1	AP001597.1
AP001610.5	AP001610.5
AP001816.1	AP001816.1
AP001877.1	AP001877.1
AP002381.2	AP002381.2
AP002954.4	AP002954.4
AP003068.18	AP003068.18
AP003068.23	AP003068.23
AP003419.16	AP003419.16
AP003733.1	AP003733.1
AP003774.1	AP003774.1
AP003774.6	AP003774.6
AP004290.1	AP004290.1
AP006621.5	AP006621.5
AP006621.8	AP006621.8
AP1AR	AP1AR
AP1B1	AP1B1
AP1G1	AP1G1
AP1G2	AP1G2
AP1M1	AP1M1
AP1M2	AP1M2
AP1S1	AP1S1
AP1S2	AP1S2
AP1S3	AP1S3
AP2A1	AP2A1
AP2A2	AP2A2
AP2B1	AP2B1
AP2M1	AP2M1
AP2S1	AP2S1
AP3B1	AP3B1
AP3D1	AP3D1
AP3M1	AP3M1
AP3M2	AP3M2
AP3S1	AP3S1
AP3S2	AP3S2
AP4B1	AP4B1
AP4B1-AS1	AP4B1-AS1
AP4E1	AP4E1
AP4M1	AP4M1
AP4S1	AP4S1
AP5B1	AP5B1
AP5M1	AP5M1
AP5S1	AP5S1
AP5Z1	AP5Z1
APAF1	APAF1
APBA1	APBA1
APBA2	APBA2
APBA3	APBA3
APBB1	APBB1
APBB1IP	APBB1IP
APBB2	APBB2
APBB3	APBB3
APC	APC
APC2	APC2
APEH	APEH
APEX1	APEX1
APEX2	APEX2
APH1A	APH1A
APH1B	APH1B
API5	API5
API5P1	API5P1
API5P2	API5P2
APIP	APIP
APITD1	APITD1
APLF	APLF
APLP2	APLP2
APMAP	APMAP
APOA1	APOA1
APOA1BP	APOA1BP
APOBEC3A	APOBEC3A
APOBEC3B	APOBEC3B
APOBEC3C	APOBEC3C
APOBEC3D	APOBEC3D
APOBEC3F	APOBEC3F
APOBEC3G	APOBEC3G
APOBEC3H	APOBEC3H
APOBR	APOBR
APOL1	APOL1
APOL2	APOL2
APOL3	APOL3
APOL4	APOL4
APOL6	APOL6
APOLD1	APOLD1
APOM	APOM
APOO	APOO
APOOL	APOOL
APOOP3	APOOP3
APOOP4	APOOP4
APOOP5	APOOP5
APOPT1	APOPT1
APP	APP
APPBP2	APPBP2
APPL1	APPL1
APPL2	APPL2
APRT	APRT
APTX	APTX
AQP11	AQP11
AQP3	AQP3
AQP9	AQP9
AQR	AQR
AR	AR
ARAF	ARAF
ARAP1	ARAP1
ARAP1-AS2	ARAP1-AS2
ARAP2	ARAP2
ARAP3	ARAP3
ARCN1	ARCN1
AREG	AREG
AREGB	AREGB
AREL1	AREL1
ARF1	ARF1
ARF1P2	ARF1P2
ARF3	ARF3
ARF4	ARF4
ARF5	ARF5
ARF6	ARF6
ARFGAP1	ARFGAP1
ARFGAP2	ARFGAP2
ARFGAP3	ARFGAP3
ARFGEF1	ARFGEF1
ARFGEF2	ARFGEF2
ARFIP1	ARFIP1
ARFIP2	ARFIP2
ARFRP1	ARFRP1
ARG1	ARG1
ARG2	ARG2
ARGLU1	ARGLU1
ARHGAP1	ARHGAP1
ARHGAP10	ARHGAP10
ARHGAP11A	ARHGAP11A
ARHGAP11B	ARHGAP11B
ARHGAP12	ARHGAP12
ARHGAP15	ARHGAP15
ARHGAP17	ARHGAP17
ARHGAP18	ARHGAP18
ARHGAP19	ARHGAP19
ARHGAP21	ARHGAP21
ARHGAP22	ARHGAP22
ARHGAP24	ARHGAP24
ARHGAP25	ARHGAP25
ARHGAP26	ARHGAP26
ARHGAP27	ARHGAP27
ARHGAP28	ARHGAP28
ARHGAP29	ARHGAP29
ARHGAP30	ARHGAP30
ARHGAP31	ARHGAP31
ARHGAP31-AS1	ARHGAP31-AS1
ARHGAP32	ARHGAP32
ARHGAP33	ARHGAP33
ARHGAP35	ARHGAP35
ARHGAP4	ARHGAP4
ARHGAP42	ARHGAP42
ARHGAP5	ARHGAP5
ARHGAP5-AS1	ARHGAP5-AS1
ARHGAP6	ARHGAP6
ARHGAP9	ARHGAP9
ARHGDIA	ARHGDIA
ARHGDIB	ARHGDIB
ARHGEF1	ARHGEF1
ARHGEF10	ARHGEF10
ARHGEF10L	ARHGEF10L
ARHGEF11	ARHGEF11
ARHGEF12	ARHGEF12
ARHGEF18	ARHGEF18
ARHGEF19	ARHGEF19
ARHGEF2	ARHGEF2
ARHGEF26	ARHGEF26
ARHGEF28	ARHGEF28
ARHGEF3	ARHGEF3
ARHGEF34P	ARHGEF34P
ARHGEF37	ARHGEF37
ARHGEF38	ARHGEF38
ARHGEF39	ARHGEF39
ARHGEF4	ARHGEF4
ARHGEF40	ARHGEF40
ARHGEF5	ARHGEF5
ARHGEF6	ARHGEF6
ARHGEF7	ARHGEF7
ARHGEF9	ARHGEF9
ARID1A	ARID1A
ARID1B	ARID1B
ARID2	ARID2
ARID3A	ARID3A
ARID3B	ARID3B
ARID4A	ARID4A
ARID4B	ARID4B
ARID5A	ARID5A
ARID5B	ARID5B
ARIH1	ARIH1
ARIH2	ARIH2
ARIH2OS	ARIH2OS
ARIH2P1	ARIH2P1
ARL1	ARL1
ARL10	ARL10
ARL11	ARL11
ARL13B	ARL13B
ARL14EP	ARL14EP
ARL15	ARL15
ARL16	ARL16
ARL17A	ARL17A
ARL17B	ARL17B
ARL2	ARL2
ARL2BP	ARL2BP
ARL2BPP3	ARL2BPP3
ARL2BPP4	ARL2BPP4
ARL2BPP5	ARL2BPP5
ARL2BPP7	ARL2BPP7
ARL3	ARL3
ARL4A	ARL4A
ARL4C	ARL4C
ARL4D	ARL4D
ARL5A	ARL5A
ARL5AP2	ARL5AP2
ARL5AP4	ARL5AP4
ARL5B	ARL5B
ARL5B-AS1	ARL5B-AS1
ARL6	ARL6
ARL6IP1	ARL6IP1
ARL6IP1P2	ARL6IP1P2
ARL6IP1P3	ARL6IP1P3
ARL6IP4	ARL6IP4
ARL6IP5	ARL6IP5
ARL6IP6	ARL6IP6
ARL8A	ARL8A
ARL8B	ARL8B
ARMC1	ARMC1
ARMC10	ARMC10
ARMC10P1	ARMC10P1
ARMC2	ARMC2
ARMC2-AS1	ARMC2-AS1
ARMC5	ARMC5
ARMC6	ARMC6
ARMC7	ARMC7
ARMC8	ARMC8
ARMC9	ARMC9
ARMCX1	ARMCX1
ARMCX2	ARMCX2
ARMCX3	ARMCX3
ARMCX4	ARMCX4
ARMCX5	ARMCX5
ARMCX6	ARMCX6
ARNT	ARNT
ARNTL	ARNTL
ARNTL2	ARNTL2
ARPC1A	ARPC1A
ARPC1B	ARPC1B
ARPC2	ARPC2
ARPC3	ARPC3
ARPC3P1	ARPC3P1
ARPC3P2	ARPC3P2
ARPC3P5	ARPC3P5
ARPC4	ARPC4
ARPC4-TTLL3	ARPC4-TTLL3
ARPC5	ARPC5
ARPC5L	ARPC5L
ARPP19	ARPP19
ARRB1	ARRB1
ARRB2	ARRB2
ARRDC1	ARRDC1
ARRDC2	ARRDC2
ARRDC3	ARRDC3
ARRDC4	ARRDC4
ARRDC5	ARRDC5
ARSA	ARSA
ARSB	ARSB
ARSD	ARSD
ARSG	ARSG
ARSK	ARSK
ART3	ART3
ARV1	ARV1
ARVCF	ARVCF
ASAH1	ASAH1
ASAH2B	ASAH2B
ASAP1	ASAP1
ASAP2	ASAP2
ASB1	ASB1
ASB13	ASB13
ASB14	ASB14
ASB16	ASB16
ASB16-AS1	ASB16-AS1
ASB2	ASB2
ASB6	ASB6
ASB7	ASB7
ASB8	ASB8
ASCC1	ASCC1
ASCC2	ASCC2
ASCC3	ASCC3
ASCL2	ASCL2
ASF1A	ASF1A
ASF1B	ASF1B
ASGR1	ASGR1
ASGR2	ASGR2
ASH1L	ASH1L
ASH1L-AS1	ASH1L-AS1
ASH2L	ASH2L
ASIC3	ASIC3
ASIC4	ASIC4
ASL	ASL
ASMTL	ASMTL
ASMTL-AS1	ASMTL-AS1
ASNA1	ASNA1
ASNS	ASNS
ASNSD1	ASNSD1
ASPH	ASPH
ASPHD2	ASPHD2
ASPM	ASPM
ASPRV1	ASPRV1
ASPSCR1	ASPSCR1
ASRGL1	ASRGL1
ASTE1	ASTE1
ASTN1	ASTN1
ASUN	ASUN
ASXL1	ASXL1
ASXL2	ASXL2
ASXL3	ASXL3
ATAD1	ATAD1
ATAD2	ATAD2
ATAD2B	ATAD2B
ATAD3A	ATAD3A
ATAD3B	ATAD3B
ATAD3C	ATAD3C
ATAD5	ATAD5
ATAT1	ATAT1
ATE1	ATE1
ATE1-AS1	ATE1-AS1
ATF1	ATF1
ATF2	ATF2
ATF3	ATF3
ATF4	ATF4
ATF4P3	ATF4P3
ATF4P4	ATF4P4
ATF5	ATF5
ATF6	ATF6
ATF6B	ATF6B
ATF7	ATF7
ATF7IP	ATF7IP
ATF7IP2	ATF7IP2
ATG10	ATG10
ATG12	ATG12
ATG13	ATG13
ATG14	ATG14
ATG16L1	ATG16L1
ATG16L2	ATG16L2
ATG2A	ATG2A
ATG2B	ATG2B
ATG3	ATG3
ATG4A	ATG4A
ATG4AP1	ATG4AP1
ATG4B	ATG4B
ATG4C	ATG4C
ATG4D	ATG4D
ATG5	ATG5
ATG7	ATG7
ATG9A	ATG9A
ATG9B	ATG9B
ATHL1	ATHL1
ATIC	ATIC
ATL1	ATL1
ATL2	ATL2
ATL3	ATL3
ATM	ATM
ATMIN	ATMIN
ATN1	ATN1
ATOX1	ATOX1
ATP10A	ATP10A
ATP10D	ATP10D
ATP11A	ATP11A
ATP11B	ATP11B
ATP11C	ATP11C
ATP13A1	ATP13A1
ATP13A2	ATP13A2
ATP13A3	ATP13A3
ATP1A1	ATP1A1
ATP1A1OS	ATP1A1OS
ATP1A3	ATP1A3
ATP1B1	ATP1B1
ATP1B1P1	ATP1B1P1
ATP1B3	ATP1B3
ATP1B3P1	ATP1B3P1
ATP1B4	ATP1B4
ATP2A2	ATP2A2
ATP2A3	ATP2A3
ATP2B1	ATP2B1
ATP2B3	ATP2B3
ATP2B4	ATP2B4
ATP2C1	ATP2C1
ATP2C2	ATP2C2
ATP5A1	ATP5A1
ATP5A1P2	ATP5A1P2
ATP5A1P3	ATP5A1P3
ATP5A1P5	ATP5A1P5
ATP5B	ATP5B
ATP5BP1	ATP5BP1
ATP5C1	ATP5C1
ATP5C1P1	ATP5C1P1
ATP5D	ATP5D
ATP5E	ATP5E
ATP5EP2	ATP5EP2
ATP5F1	ATP5F1
ATP5F1P3	ATP5F1P3
ATP5F1P6	ATP5F1P6
ATP5F1P7	ATP5F1P7
ATP5G1	ATP5G1
ATP5G1P4	ATP5G1P4
ATP5G1P5	ATP5G1P5
ATP5G1P6	ATP5G1P6
ATP5G1P7	ATP5G1P7
ATP5G2	ATP5G2
ATP5G2P1	ATP5G2P1
ATP5G2P3	ATP5G2P3
ATP5G2P4	ATP5G2P4
ATP5G3	ATP5G3
ATP5H	ATP5H
ATP5HP1	ATP5HP1
ATP5I	ATP5I
ATP5J	ATP5J
ATP5J2	ATP5J2
ATP5J2LP	ATP5J2LP
ATP5J2P6	ATP5J2P6
ATP5JP1	ATP5JP1
ATP5L	ATP5L
ATP5L2	ATP5L2
ATP5LP2	ATP5LP2
ATP5LP3	ATP5LP3
ATP5LP4	ATP5LP4
ATP5LP5	ATP5LP5
ATP5LP6	ATP5LP6
ATP5LP7	ATP5LP7
ATP5O	ATP5O
ATP5S	ATP5S
ATP5SL	ATP5SL
ATP6AP1	ATP6AP1
ATP6AP1L	ATP6AP1L
ATP6AP2	ATP6AP2
ATP6V0A1	ATP6V0A1
ATP6V0A2	ATP6V0A2
ATP6V0B	ATP6V0B
ATP6V0C	ATP6V0C
ATP6V0CP3	ATP6V0CP3
ATP6V0D1	ATP6V0D1
ATP6V0E1	ATP6V0E1
ATP6V0E1P2	ATP6V0E1P2
ATP6V0E1P3	ATP6V0E1P3
ATP6V0E2	ATP6V0E2
ATP6V0E2-AS1	ATP6V0E2-AS1
ATP6V1A	ATP6V1A
ATP6V1B2	ATP6V1B2
ATP6V1C1	ATP6V1C1
ATP6V1C2	ATP6V1C2
ATP6V1D	ATP6V1D
ATP6V1E1	ATP6V1E1
ATP6V1E1P1	ATP6V1E1P1
ATP6V1E2	ATP6V1E2
ATP6V1F	ATP6V1F
ATP6V1G1	ATP6V1G1
ATP6V1G1P3	ATP6V1G1P3
ATP6V1G2	ATP6V1G2
ATP6V1G3	ATP6V1G3
ATP6V1H	ATP6V1H
ATP7A	ATP7A
ATP8A1	ATP8A1
ATP8A2	ATP8A2
ATP8A2P2	ATP8A2P2
ATP8B1	ATP8B1
ATP8B2	ATP8B2
ATP8B3	ATP8B3
ATP8B4	ATP8B4
ATP8B5P	ATP8B5P
ATP9A	ATP9A
ATP9B	ATP9B
ATPAF1	ATPAF1
ATPAF2	ATPAF2
ATPIF1	ATPIF1
ATR	ATR
ATRAID	ATRAID
ATRIP	ATRIP
ATRN	ATRN
ATRX	ATRX
ATXN1	ATXN1
ATXN10	ATXN10
ATXN1L	ATXN1L
ATXN2	ATXN2
ATXN2L	ATXN2L
ATXN3	ATXN3
ATXN7	ATXN7
ATXN7L1	ATXN7L1
ATXN7L2	ATXN7L2
ATXN7L3	ATXN7L3
ATXN7L3B	ATXN7L3B
ATXN8OS	ATXN8OS
AUH	AUH
AUNIP	AUNIP
AUP1	AUP1
AURKA	AURKA
